Title,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
Physiological Data Analyst,Ann & Robert H. Lurie Children's Hospital of Chica...,"Chicago, IL",Today,10-29-2020,Perform exploratory data analysis in pediatric biomedical research using quantitative methods incorporating heterogeneous and complex data types under direct…,,https://www.indeed.com/rc/clk?jk=b0e9adda5b28ec9b&fccid=4ec99868f4052afc&vjs=3
IT Data Analyst (Entry Level),Blakely Products,"Warren, MI",Today,10-29-2020,Develop and implement policies and procedures for electronic data processing and computer systems operations and development.,,https://www.indeed.com/rc/clk?jk=102da71b3000fd30&fccid=09f12b6ee82171d1&vjs=3
Data Analyst,Advana,"Seattle, WA",8 days ago,10-29-2020,"Collaborate with data engineering to ensure data is readily accessible.
1-3 years of business/data analysis experience; digital advertising or business…","$55,000 - $70,000 a year",https://www.indeed.com/company/Advana/jobs/Data-Analyst-50f873502e29235a?fccid=e0b053b31528f9dc&vjs=3
Senior Data Governance Analyst,Progressive Leasing,Remote,13 days ago,10-29-2020,"Provide leadership in solving data issues and improving data governance processes.
Understanding of data-related pipeline solutions and practices such as data…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CsuTosJrKfN6wH8BQbOMsKYbjQjiuM_l9NzspF6LlLlBRlMp1H1XwiQLR_b-ITnmgz6KDoZkDdCRyCagDVhtbP4WYcqzJJAfK4_YVLqV2eEZWuoJ3AF3w4fCQLqOxAzSyM1GfX1Jqmu9eINhv2XExIY8Kt8XK03MjjNAiDUWrMyoOhCKv6qBFRRtsrracttABYrARmIDSLDdEyglKK66kD9GqyqyxIqN6WJOiiVczTZMr1mBr-oD0eU4PVbrlRVLDaPp-tU3sES8WBdU-l3t7NnwxbJimJ__rXyFnrSnqRKoXhOzMAOORGt4YYClGAdMhY5nB6ov2nI86zOfTMZd4Jjx691Qsqh-SW0Io2dOoYcgsYRfJJRlV5OL9crb6Vy7Sc-bTl6t0lJ8KKa63Vm6OMIcXDuetjzrMfnK6gR1MH3X0Nk4ohGTG93NyWJQK9YGVBWaPR-9dnnyeGjXOd9aeVKkJgCSjhTDihE77LTN79YEkEIKJK5A8MPLg69JpMJJKfrZL6yGT5QupqJ28ICzhm-Z6LuwAJafqop2a5MCzBVHL3QZz7fyGlkSjmEYOfYNyHVA6KBgOXUlNIJoGfI5dqgKkUZo-r4UQPOKEuYPHHqAnmo3zjbH6fJcbPtllwVyxPzljWS0U8TiA2iv1kMIDnAV5EMK4kbCMry2m0ZyTihT7Y9gowWTFb&p=0&fvj=0&vjs=3
Senior Data Analyst (Risk adjustment and HEDIS experience),Advantmed,"Santa Ana, CA",Just posted,10-29-2020,"Perform data analytics to ensure data accuracy.
Produce summaries of key data populations.
Responsible for producing final data mapping documentation and…","$90,000 - $100,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DUJBXYOpgsJ2dLqjv0OiO4Xd9wW0P3bw291DOOo5GVJUgVYNDV-K1zNv8gYCnP7z_o5FIU2lQXiO59Az_vQRBzeNsvVLPco5Eu03C5G9Thu_tfm702Wo9ulb8ylOAajaHEh8oXQBLDZfnvwjN5UBR8L7RfKl4597n3je7PtamvjXh0ZcMj-Ci03oFzt5SLuXUfhNocb1MSpSP00Xe6rpbsypqI8y_o5hZIlKJX9Pe62qnhoWDgKkjvT_bYDibqSGIzAJ2DR7mu1LsNZUOrImbDmPAZtqG6aGxH7G4ZdB8mIiuMAfSgGqYDjllWjOiOrT028xld9Y0RYPFriF8E0xDvcyjVR8Gi5ywaEFdMsBFxcAdGinVEXrUbqcZRxvldm2qK2IPcSTNDFy9qXf9v7Hc6AUZTEsaqYwUBGrHbxvQh67L1FgLAInjm5VBDUiKhFXF0EhPMnBqCqern_WD5cW7YUVYQpItOtNVK2oPNr7JMr3MgwOIN2UoE&p=1&fvj=1&vjs=3
"Systems Analyst 3, Business Intelligence/Data Analytics ( Remote option)",Charleston Area Medical Center (CAMC),Remote,Just posted,10-29-2020,"Experience: 5-8 years of related information technology or clinical technical support experience, including 2 years of cerner millennium or cerner products.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B4dfjeMUBer1OO3yKsdX53oo-WnbjEPnQiZ9C4v3lrHfA-8peM5BnvLD-2zgYCVQLicF79vu0mkULdLapRYFJkYCrC-cDxFKsrcdHW0mV34bNQEM5OtN0-RTajdik7Yf3ii0VooimWZnm_hwKUOPsLbOKEbP1t_pOQpmOBkYKljIeAHmbP4wDN72iGV2f_Yoz3lnkDbpl6tkIQkxQS8Zt2nAbXZaMCnU4ZuQSPGv26CTxRfkajAkX_eqZSIwBZDyyyMlCo2NTwBu4lAIDUegYlBkx0Xaw8AU8D7CuMPgVhjdiF3hHHvFVansN3GCT_F_zNVGh0QyMErHRHJjZC49Hk5FKCpaP1XBNgefifPABHLZaklK3dZNtATuc7DHkDOyulxMx0sMdSfcMbVTLHDpLE4XHyb1JHOyhYFMgYePB0Jv0o9_YXC2RmhCJTDSl_prPr6ydXJ2NNTlFVIy8I17Ui2-izQsVpcVw4sQ2R_RBoV_RPCoBtNn_cxyVHRD_GJVfu04OAsqqkAcloo1VWtRJd&p=2&fvj=1&vjs=3
"Data Analyst, Finance",Faire,"San Francisco, CA",1 day ago,10-29-2020,"Experience working with large data sets, building ETL tables, performing in-depth data analyses in SQL, and creating KPI reports and dashboards in business…",,https://www.indeed.com/rc/clk?jk=214573b9b505515a&fccid=f3a36f726f745c17&vjs=3
DATA ANALYST CLERK,ABM Industries,"West Hollywood, CA",Just posted,10-29-2020,"The Clerk is responsible to sort and distribute incoming mail and packages.
The Clerk will also make sure mailing supplies are stocked at all times and makes…",,https://www.indeed.com/rc/clk?jk=c90e9aed8542c2e0&fccid=dcf22ae3c1cdd701&vjs=3
Data Analyst,Boot Barn,"Irvine, CA",1 day ago,10-29-2020,"3+ years in a data analyst role working directly with databases and manipulating large datasets.
This position will mine transactional data from a variety of…",,https://www.indeed.com/rc/clk?jk=5c747a87f95d5715&fccid=9074399e3497669b&vjs=3
Physiological Data Analyst,Ann & Robert H. Lurie Children's Hospital of Chica...,"Chicago, IL",Today,10-29-2020,Perform exploratory data analysis in pediatric biomedical research using quantitative methods incorporating heterogeneous and complex data types under direct…,,https://www.indeed.com/rc/clk?jk=b0e9adda5b28ec9b&fccid=4ec99868f4052afc&vjs=3
IT Data Analyst (Entry Level),Blakely Products,"Warren, MI",Today,10-29-2020,Develop and implement policies and procedures for electronic data processing and computer systems operations and development.,,https://www.indeed.com/rc/clk?jk=102da71b3000fd30&fccid=09f12b6ee82171d1&vjs=3
Data Analyst,Advana,"Seattle, WA",8 days ago,10-29-2020,"Collaborate with data engineering to ensure data is readily accessible.
1-3 years of business/data analysis experience; digital advertising or business…","$55,000 - $70,000 a year",https://www.indeed.com/company/Advana/jobs/Data-Analyst-50f873502e29235a?fccid=e0b053b31528f9dc&vjs=3
Data Strategy Analyst,BBVA,"Birmingham, AL",Today,10-29-2020,"Ensures data integrity and provides data quality guidance.
Retains and promotes stewardship of data.
Coordinates data governance and stewardship activities.",,https://www.indeed.com/rc/clk?jk=3f01f21858554deb&fccid=c938a854fbd13908&vjs=3
Data Analyst,Study.com,"Mountain View, CA",6 days ago,10-29-2020,"The Data Analyst must be passionate about digging into data and understanding the stories the data are telling.
Knowledge of advanced statistical concepts.",,https://www.indeed.com/rc/clk?jk=6597661a70659997&fccid=c282d304d42b2712&vjs=3
Business Analyst - Data Analytics,"Culver Franchising System, LLC","Prairie du Sac, WI",Today,10-29-2020,"Has a bachelor’s degree in an analytics related field and a minimum of 3 years of relevant experience.
Has a high level of attention to detail.","$45,000 - $70,000 a year",https://www.indeed.com/company/CFS/jobs/Business-Analyst-c49d81fb0f73f6ab?fccid=e2d1421c66bb80b0&vjs=3
Junior Data Analyst,WorkCare Inc.,Remote,2 days ago,10-29-2020,"Manages client data feed activities, including updating any data mapping.
Performs internal and external system data exchanges.",,https://www.indeed.com/rc/clk?jk=543d1599cfc00a1e&fccid=b7daedcc6c814af4&vjs=3
Data Analyst,International Financial Group (IFG),"Chicago, IL",1 day ago,10-29-2020,Conducting an initial audit of all datasets to ensure that imported data is correct and corroborates with changes that occur in data tapes as they are updated.,"$75,000 - $85,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CICkc9G5PYAwKszpC37NXgnytV053qysUDr_2Fl8y539V_DI4eSegflB9IRYiOpOqGnq7351IafKvk_-q3DKB0PtLdkfQiFpFe14XujTYa4tL8C5tHsZBfOQlrsOGZQlbyLwF9HdwcdIVfCSclKSbwMStDOy304ED6Wx5LgBMTwAu6mpyKyFlZUJZ_y5u9KerB1PuJIOe4wg7dKqfRXzYSRFICOVlmWg-6zf7WegKPQj5RgjIwPoE7ssxQRAPH_thdUuF7-3X1NthWnekuczcYyUC1yyNoJgSoSMxe8KjV7-wvQswYBU4kgqxriWEUngHnp_LCoHbQI_3mLW9Osw38sbaBtC2Xdshc7r4j9MFA_7kEwzQQ4CaZacLXk5pujFRbvdtUHGgSwfW5J87iLjbbUW-PUxoiJ7vDktOlZlAwwmolOIY3hMKqsoQZ4l4UqKm-WLg4Dpluww==&p=13&fvj=1&vjs=3
Data Analytics Analyst,"Open Systems Technologies, Inc.","Brentwood, TN",6 days ago,10-29-2020,Analyze and determine data from a variety of sources to create a data repository to be used to analyze our operational processes from a financial perspective.,,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AH-vKSKf954TbfaTaq1ZlMbLaaYD_U8azoj_hilCWJQMeIFT-7c932xbT6c_8p1CCC7AB-rTJD6jhX3gZg0JM2P3YtzhvsvVbjhjSvttWxdtTnF4gz95llbYNvD1-zUOd4Hok1sEOvR6M8wYXQEFcBUEY_ZePVqDul1Lk0HVDcQy5csvFVyI2vsDySoDB6-BKO-b0bdOm66X2Tb4Pw7DDWd90ydgQPN7S9ogbRh4078Z_G7IWy0-Gmf0MLEURuKpGcTDSRt_lx4_nWFuHmC4HiCAP8Gmb5hUuCJdKoqyJBBioKmzDfwAEEZlIX7iODh8wxzoxV4EGBA9yQ4Js-XWQ_SoA2yalv4oisyTeqxNZ5Ro8CwqafDKjts9FMasvHi6_VMndr-Oo585wNPpDCjEBHHkAWsQBpi0t9KRyAxxL35Xs3zXkwW9dCDoU68ioYu5HPFI8t3P839gygAFP6JfTm&p=14&fvj=1&vjs=3
Data Analyst,MetroNet,"Lexington, KY",2 days ago,10-29-2020,"Acquiring data from primary or secondary data sources and maintaining databases.
Developing and implementing data analyses, data collection systems and other…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DMTJFNazCsCawtoKYiKsHljvJfvvsE63wOOrtIOzaVYZC7MJ5uz0JaP_bs_zgvT3GN55Kzf_FI2fPdW-ucdooi5nxLiQas8SyXWNha6eSzVcAFwgipO_KvTOzMwjj9IKyceHsegRTziiF_HJHQzXxIOfpiKfUMH6q_Slc4ATEN72kIDRp_uuVxCfu4mAjmjG9a2zd891xKv3pD6PANsrTQcGnWKdA0iJa5FUOXYwnFQ2WCOBMVhWP5IpTtViKANg0OgtMrKwpGGa7oKnJRboWp9XAHYqgd1neL_tbZ1wJKAVBjZ57YdmLNbu_upQprp2xf0gsE4Zm4c0qRdd1Xa5-YRv_xooIgkLZIuPnp-n0WvSEULCpJgfhV1s-IYIOnsri7xocF62FZ9m6CMer2-x_coJtvqMIUIxnTXI5_Bf5V-EPp4M0_O5EaTl4EvfVAWxpDB5OrQSHPHUOXBS3sPLGwKGH4KIQbSDHklUNx_ao8lSGhuFwcQDeGdklDfAWmLx34ggDQT3UGDBsjZTccYRR-LjkJZ-QtqLuLpI2TjalwafYqcJkkhn0_ekK0dDZ1fXkmbhW2bPdlfMtK0OiRIPUHW90Asi4mRNoArP-rqwLjER0zK8SGRx5X&p=15&fvj=0&vjs=3
Data Analyst,Quartz Events,"Hermosa Beach, CA",7 days ago,10-29-2020,"Manage the company data and understand how to analyze databases; organizing/cleaning/tagging data.
Build reports for internal teams, complete data audits, and…","$55,000 - $65,000 a year","https://www.indeed.com/company/Quartz-Events,-LLC/jobs/Data-Analyst-216b1e55b0e8bcce?fccid=cb6f64901014933b&vjs=3"
Data Processing and Reporting Specialist,Flying Dog Brewery,"Frederick, MD",3 days ago,10-29-2020,"He expects meticulous accuracy and painstaking attention to detail as well as the precise use of language in discussing data.).
Proficient in basic math skills.",,https://www.indeed.com/rc/clk?jk=51cff9e0ff2fb1ee&fccid=4848346e0cc69cb5&vjs=3
Associate Data Analyst,Barkley,"Kansas City, MO",1 day ago,10-29-2020,"Develop data science skillset to support data solutions development, statistical analysis, business intelligence and/or machine learning as desired.",,https://www.indeed.com/rc/clk?jk=87ed4f27f556d814&fccid=b1915712da641c1d&vjs=3
Data Strategy Analyst,Prospect 33,United States,6 days ago,10-29-2020,"Acquiring data from multiple sources to perform analysis.
Working on big data/analytics projects that gather and integrate large volumes of data, perform…",,https://www.indeed.com/rc/clk?jk=84fe179592e15e4b&fccid=d064f91b8359ae4d&vjs=3
Data Analyst,Eagle Physicians and Associates,"Greensboro, NC",13 days ago,10-29-2020,"Strong attention to detail is required.
The Data Analyst assists in gathering, verifying and manipulating data for report generation from eCW Registry, eBO, and…",$18 - $21 an hour,https://www.indeed.com/rc/clk?jk=98ac2d46a2935d03&fccid=a97a7540e7e14c2c&vjs=3
Health Information Data Analyst,"Clinicas Del Camino Real, Inc.","Ventura, CA",2 days ago,10-29-2020,"Understands data in the context of clinical process and work flow.
Engages clinicians and other end-users to capture required clinical data.",,"https://www.indeed.com/company/Clinicas-del-Camino-Real,-Inc./jobs/Health-Information-Data-Analyst-ef269bc99815765e?fccid=2322fa0378af592a&vjs=3"
Data Analyst,Tradesy,California,12 days ago,10-29-2020,"Excellent SQL and data modeling skills.
3+ years experience in an analytics or data related role.
Have a keen eye for detail and ensure that numbers always add…",,https://www.indeed.com/rc/clk?jk=104807b1192f67a2&fccid=c9a09a236a7e5829&vjs=3
Data Analyst,Cushman & Wakefield,"Washington, DC",2 days ago,10-29-2020,"Inputting data into Energy Star Portfolio manager.
Assist tracking ongoing performance of buildings via ENERGY STAR and utility data.",,https://www.indeed.com/rc/clk?jk=16ae5e385e029014&fccid=a5c381a5b33228a1&vjs=3
Data Analyst,"Fibertel, LLC.","Springville, UT",7 days ago,10-29-2020,"3-5 years’ experience with data analysis or related field.
Process and interpret data from clients.
Data analysis: 3 years (Required).",,https://www.indeed.com/company/Fibertel/jobs/Data-Analyst-404a5735f996c123?fccid=3e512dfff70faf2a&vjs=3
Data Analyst,skysolution llc,"Chantilly, VA",7 days ago,10-29-2020,"Several years experience in data analysis/testing.
Ability to master complex data transformations,to identify gaps/wrong results (and able to automate it),to…",,https://www.indeed.com/company/skysolution-llc/jobs/Data-Analyst-bcb8711b3701ada1?fccid=ac15e1eaed5fdea8&vjs=3
"Analyst, SCPMG Provider Data Services",Kaiser Permanente,"Pasadena, CA",1 day ago,10-29-2020,"Extracts data for analysis and interpretation.
Travel : Yes, 5 % of the Time.
Assists in development and utilizes data gathering tools, such as surveys…",,https://www.indeed.com/rc/clk?jk=bf85fe3c969295bd&fccid=48ecd526e3aa3225&vjs=3
Data Science Analyst,Denali Advanced Integration,"Redmond, WA",2 days ago,10-29-2020,"The Data Science Analyst will translate data into visualizations to analyze trends and understand the data easier.
1-3 years of experience.",,https://www.indeed.com/rc/clk?jk=7b02204c76d4c13b&fccid=c55db4831d1046f1&vjs=3
DATA ANALYST -,KW Engineering,"Oakland, OR",2 days ago,10-29-2020,"Work with data and analytics experts to strive for greater functionality in our data systems.
Work with multiple teams to assist with data-related technical…",,https://www.indeed.com/rc/clk?jk=735c38e899e15261&fccid=0a3c45db888e9a9f&vjs=3
Jr. Data Analyst,Lotame,"Columbia, MD",12 days ago,10-29-2020,"This role will work alongside our data analyst, sales and relationship managers in the US and will support stakeholders in our international offices.",,https://www.indeed.com/rc/clk?jk=40f7acb579d04802&fccid=f27ffdf13b9f8c19&vjs=3
