Title,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
Business Intelligence Analyst,Unity Technologies,"San Francisco, CA",2 days ago,10-29-2020,"Drive quantitative analysis to support business decisions.
Work with cross functional teams (Financial Planning and Analysis, Product Management, Mergers and…",,https://www.indeed.com/rc/clk?jk=7f728a5393d5d284&fccid=880e4714f2ad94a8&vjs=3
Business Intelligence Analyst,Corning,"Tarboro, NC",Just posted,10-29-2020,"Experience working directly with business stakeholders to translate between data and business needs.
Minimum of 3+ years’ experience in data, analytics, supply…",,https://www.indeed.com/rc/clk?jk=c3805e7aad0b8061&fccid=31bebfb78bc1f0f1&vjs=3
Business Intelligence Analyst,China Mobile International (USA) Inc.,"San Jose, CA",1 day ago,10-29-2020,"Conducts analysis regarding business relevant data.
Acts as a bridge between Sales and Sales Support team.
Follows up with the progress of major projects.",From $28 an hour,https://www.indeed.com/company/china-mobile-international/jobs/Business-Intelligence-Analyst-a1c692a7f573b4d5?fccid=df5e2b2b2dc01e0a&vjs=3
Business Intelligence Analyst I,Midwest Veterinary Supply,"Lakeville, MN",Today,10-29-2020,"Translate user requests into superior business intelligence applications including reports, metrics, and analyses.
Experience using Cognos Analytics preferred.",,https://www.indeed.com/rc/clk?jk=195cf307a5ecb004&fccid=54b19ee533569f8f&vjs=3
Business Intelligence Engineer,Amazon.com Services LLC,"Nashville, TN",2 days ago,10-29-2020,Propose and implement business metrics for senior management reviews and work with business intelligence and data engineers to design and develop data…,,https://www.indeed.com/rc/clk?jk=09b85f9d8eff5dc0&fccid=fe2d21eef233e94a&vjs=3
Business Intelligence Developer,VIZION 360,"Independence, OH",2 days ago,10-29-2020,"Understand client project requirements and how they translate into business intelligence.
Designing and implementing dashboards, web-based reports, excel pivot…",,https://www.indeed.com/rc/clk?jk=55387449e406fa03&fccid=2c97d290456b7ec6&vjs=3
Business Intelligence Analyst,South County Hospital,"Wakefield, RI",7 days ago,10-29-2020,"Collaborates with development teams to design business intelligence solutions to facilitate data gathering, storage, and retrieval.",,https://www.indeed.com/rc/clk?jk=c082f0c08167f8d5&fccid=55a046ec9ea94194&vjs=3
Business Intelligence Data Engineer,Golden State Foods,"Irvine, CA",14 days ago,10-29-2020,"Build partnerships across the application, business, and infrastructure teams.
Develop and perform tests and validate all data flows and prepare all ETL…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbRDI-lGFs5QlqkohoUB2e5sgCs9HeEJ9hgGj-UwEHEp6HU_wDtQH-DctAHXoIBBURi2bymK4Y27QbYvWtXiEiDWi44xXKOyQ46pBE_CTCeWXG2gZDuByA9p-d1lxLoK_Vqk0G1RPuYiqs8ZY33sIm4buAabCv7BodlzvEQOYMi01Z-RYc0SRnbgJE_O2dmirm_E4PaRqbUqWqEe-Yp7XAvfVFR_aHF4B7Y_m4lnnXM7okwrE1TE_cKLHahm14meo45GFjfj9RG-zNB5Z29-zjAH3sRalwlHmFUZdtwOCBNUio279DZZ8Bzv3pvMlVAk6XPg9c4d9g3N7YPZERTkCYz_VKKK5nljAN0OXhTspu_By3lE1sDVEvIwywTWvUbNQUu5mWj3m1nKRjzWCsvMVsAz89BCNAWr_aWabSea9ImH78cWrGYjDnoOofgnyhZQPKZP8pBhyG8jskac8BAv-9KEyfHHnhMf-CI9pgcR-zBT7RBO0s0J-J&p=17&fvj=1&vjs=3
Business Intelligence Developer,Uline,"Waukegan, IL",2 days ago,10-29-2020,"Design and develop enterprise and departmental business intelligence, data warehousing and reporting solutions.
401(k) with 5% employer match.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ad3giXQyOqSjtuCazZCjThtx5L7e01X6oDYMq-RePRDXiV99PjtJ3hic0sOhMUbCAJULZ-kgidzPZC7ToNZNlxYLNRZ-43wlukZBrPMDxaALYoB_b8lKFeivRgO72I1TR894l-YZ2TBYHeeYigrxyLml0GGR5wbqlVTCav4yUv40431YkDTEhIwfi5wvQTOr_Yg6g_0g9sTDA3ZRR_BgQvtik35OonSnWCJiLoc2nk3t2qor51PiejV_-OG6fe0Mi2qKIuw0qBJTiSVkYi6y0ZJOrRVWEYgg4C8UYdp2EIdqk9JzqDret3LWP3XhD0hAU_2AmokTiUNMcrLxILMQ5ns5Ra3Lzg5fQamX1Y4OGmcKptzsz552tc9a-Zq2M9wsSCVRm2O6QSU3UEZISgFHcEi-xp-VBM7XGFlpyvyWxP064-tD-bhR_OdZM0xlGLNW6e2xE60hJDlPoMYR_gNK8OeRSiJ1HzYDMpWHJOh08iH_c5NlFCkyIT4E613xpXRBn309Zp88oGCteVOcninf9myaxR-Sw4DbF7MeBjdzN-R5K3VaKTmGDqaCiULowYXAY=&p=18&fvj=0&vjs=3
Business Intelligence Analyst,China Mobile International (USA) Inc.,"San Jose, CA",1 day ago,10-29-2020,"Conducts analysis regarding business relevant data.
Acts as a bridge between Sales and Sales Support team.
Follows up with the progress of major projects.",From $28 an hour,https://www.indeed.com/company/china-mobile-international/jobs/Business-Intelligence-Analyst-a1c692a7f573b4d5?fccid=df5e2b2b2dc01e0a&vjs=3
Business Intelligence Developer,HackerU,Florida,6 days ago,10-29-2020,"Work with business partners to gather and develop analytics/reporting requirements.
This is the embedded reporting functionality of Salesforce.",,https://www.indeed.com/rc/clk?jk=5e0fdcb4957bbe14&fccid=223cbd3451698c82&vjs=3
Data Analyst (Entry)-Data Science-R&D-CH-US,Fusion Technical Solutions,United States,Just posted,10-29-2020,"Previous experience working with cloud-based data and analytics platforms, standard business intelligence dashboards, and data enrichment techniques.",,https://www.indeed.com/rc/clk?jk=b2eeb1e30b4c9dc0&fccid=f5defb8af6e02778&vjs=3
Business Intelligence Engineer,Amazon.com Services LLC,"Nashville, TN",Today,10-29-2020,"Perform deep-dives and root cause analysis to answer business questions.
Use analytical and statistical rigor to solve complex problems and drive business…",,https://www.indeed.com/rc/clk?jk=411fa4d2af706898&fccid=fe2d21eef233e94a&vjs=3
Junior Business Intelligence Analyst (Business Intelligence),New Orleans Saints & Pelicans,"Metairie, LA",9 days ago,10-29-2020,"Superior knowledge of CRM business processes and best practices.
As a key member on the Business Analysts team, you will work closely with Data Operation…",,https://www.indeed.com/rc/clk?jk=de60bc60116adc0f&fccid=2144a8987725ee20&vjs=3
Business Intelligence Analyst,Vacasa,Oregon,8 days ago,10-29-2020,"Experience articulating business questions and using quantitative techniques and driving insights for business.
Paid sick leave and holidays.",,https://www.indeed.com/rc/clk?jk=585c1bb499eb5dbe&fccid=22f7ba07f9b31a96&vjs=3
Business Intelligence Analyst,South County Hospital,"Wakefield, RI",7 days ago,10-29-2020,"Collaborates with development teams to design business intelligence solutions to facilitate data gathering, storage, and retrieval.",,https://www.indeed.com/rc/clk?jk=c082f0c08167f8d5&fccid=55a046ec9ea94194&vjs=3
Cerner Senior Business Intelligence Analyst,Synergy Tech,Remote,2 days ago,10-29-2020,"Strong understanding of Data warehouse and business intelligence concepts and best practices processes.
Strong understanding of business functions addressed by…",,https://www.indeed.com/rc/clk?jk=e6600d5b6191eaba&fccid=c3a9d5931e801176&vjs=3
Business Intelligence Analyst,Corning,"Tarboro, NC",Just posted,10-29-2020,"Experience working directly with business stakeholders to translate between data and business needs.
Minimum of 3+ years’ experience in data, analytics, supply…",,https://www.indeed.com/rc/clk?jk=c3805e7aad0b8061&fccid=31bebfb78bc1f0f1&vjs=3
Associate Risk Intelligence Analyst - Russian Language,FiveBy,"Seattle, WA",9 days ago,10-29-2020,"Use problem-solving and analytical skills to identify potential business partners and customers.
All employment decisions – including the decision to hire,…",,https://www.indeed.com/rc/clk?jk=604d715776ad8b5a&fccid=003d385c80c5751c&vjs=3
Strategic Business Manager - Remote,Wells Vehicle Electronics,United States,1 day ago,10-29-2020,"Category management or business analyst certifications preferred.
This position is responsible for taking “ownership” of a national account, providing strategic…","$102,000 - $127,000 a year",https://www.indeed.com/company/Wells-Vehicle-Electronics/jobs/Strategic-Business-Manager-7ca0150fcdc8fb51?fccid=2f4313c6449bc591&vjs=3
Business Intelligence Analyst,P.L. Marketing,"Newport, KY",1 day ago,10-29-2020,"Marketing IT team to develop, test and deploy business solutions.
Ability to communicate effectively with all levels of an audience, from senior level…",,https://www.indeed.com/rc/clk?jk=4c93913c9103bf46&fccid=d3648964be01c7cd&vjs=3
Research Associate - Pharma Intelligence,Informa,United States,2 days ago,10-29-2020,"These objectives are achieved through a solid understanding of varied clinical trial, site and investigator intelligence sources, collecting key relevant data,…",,https://www.indeed.com/rc/clk?jk=d80be180e66df5f3&fccid=8bae0fba3b920ea8&vjs=3
Entry level Business Analyst/Project Manager,Pyramid Software LLC,Remote,13 days ago,10-29-2020,"Understanding of business and IT processes.
Communicate and translate business requirements to a development team.
Only on 1099 or Corp to Crop.",$45 - $50 an hour,https://www.indeed.com/rc/clk?jk=f45189bd2cf4db24&fccid=08526a1d04166138&vjs=3
Finance & Business Operations Analyst (University Grad),Facebook,"Menlo Park, CA",Today,10-29-2020,"Understand key financial drivers of the business.
This role will require cross-functional coordination across several groups, including finance, sales, product,…",,https://www.indeed.com/rc/clk?jk=2744d4283417b90e&fccid=1639254ea84748b5&vjs=3
Business Intelligence Engineer 2,Humana,"Louisville, KY",2 days ago,10-29-2020,Duties: The Business Intelligence Engineer will solve complex business problems and issues using data from internal and external sources to provide insight to…,,https://www.indeed.com/rc/clk?jk=458b3982a2988d8d&fccid=5f1f0e6dcc6cbc83&vjs=3
Business Intelligence Developer,"Sun Communities, Inc.","Southfield, MI",3 days ago,10-29-2020,The BI Developer will be responsible for building and implementing modern data warehouse solutions to support the business intelligence processes and procedures…,,https://www.indeed.com/rc/clk?jk=47599df6a6e6c37e&fccid=68f13a58cfc8987c&vjs=3
"Director, Enterprise Data & Business Intelligence",Entergy,"The Woodlands, TX",8 days ago,10-29-2020,"Key elements include data engineering, data governance and business intelligence enablement.
Key workstreams include: Develop data lake, data governance and…",,https://www.indeed.com/rc/clk?jk=df1144c1cb652c55&fccid=4ba02d8aeaa3e74a&vjs=3
Business Intelligence Developer Intern,Sony Interactive Entertainment PlayStation,"San Mateo, CA",13 days ago,10-29-2020,"We are looking for an intern who loves solving business problems with data.
Strong critical thinking, analytical skills, and an eye for business opportunities.",,https://www.indeed.com/rc/clk?jk=8d6719e7fca204c5&fccid=750bb2e27e97e3c1&vjs=3
Business Intelligence Intern,Parametric,"Seattle, WA",14 days ago,10-29-2020,"The Business Intelligence Intern is responsible for activities supporting the PMO and the BI program at Parametric, deepening the understanding of data driven…",,https://www.indeed.com/rc/clk?jk=88c5d0e98f27ba4e&fccid=0eb3f59323977213&vjs=3
Business Intelligence Dev/Analyst II,Eskenazi Health,"Indianapolis, IN",3 days ago,10-29-2020,"Works with Application Team to ensure system configuration allows reporting to meet business needs.
The Business Intelligence Developer/Analyst II is proficient…","$64,432 - $92,279 a year",https://www.indeed.com/company/Eskenazi-Health/jobs/Business-Intelligence-Dev-Analyst-eb39118a01ba8288?fccid=581b3d92434de2ff&vjs=3
Business Intelligence Manager,Brinks Home Security,"Farmers Branch, TX",2 days ago,10-29-2020,Understand the business objectives of the organization and ensure that the outcomes of the BI team support those objectives.,,https://www.indeed.com/rc/clk?jk=145c2362d8895429&fccid=31db94852075eb93&vjs=3
Business Intelligence Architect,HCA Healthcare,"San Antonio, TX",Today,10-29-2020,"In collaboration with the Senior Vice President (SVP) Strategy & Development and Vice President (VP) of Business Intelligence, and/or the Chief Medical…",,https://www.indeed.com/rc/clk?jk=0be1e2a5603acdf8&fccid=372688670c2370a2&vjs=3
Junior Intelligence Analyst with Secret Clearance,Deloitte,"Rosslyn, VA",2 days ago,10-29-2020,"1+ years experience in intelligence supporting Federal law enforcement.
2+ years experience in intelligence supporting Federal law enforcement.",,https://www.indeed.com/rc/clk?jk=679ae4273b5c3cd4&fccid=9e215d88a6b33622&vjs=3
Protective Intelligence & Investigations Analyst,Sibylline Americas,"Austin, TX",13 days ago,10-29-2020,This role is instrumental in developing finished intelligence products used to inform the client’s business decision makers and provide incident management…,,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CG7KzYg3jLdGcZFni2mExePfEhUoNWuwqwNv4j_2C95H21ZmzufxgX1_wEV-AWCUIOmYKg5tlBUlypQAr5YsVg_Hd6w9wFwdWzlEYzbsW4Vs81L33KXTy75_LbYs9PUbXO28UVimqkxRx9mAaEiFzw3iymO5YiwiHf_Dze_Y-J0QVivg59d-1OPh93CeNUvCowBqpZvpWEsAXafmmGXsfJbcebWc3GvEPJ0bQoaYgbzJULTolXe_0eUeSETaExVxHEKOSSSurDX1x3kS__Z0pd2QOvL8dNy3ZznAtyfpGi7vCX4b6bXjUicl5tuhbwY771S3rbtTQHeabD2gOO4_cQQPzRPkKk9sDAldWT6i_J8u64I7QvzJiBk-s1l4h0CoZ1o8urKc_2Y0Kt7AWXg6LY9AUAvTpT10h_BCv0WpY5UK5KTRKKvXgC2DmFlBvUsavD9sk1R7vfrjiS-odIx5VDs3rgLEgaK315BKKx_NWejvwpqLkGxNgqiAVV5CDlZFA=&p=9&fvj=1&vjs=3
Business Intelligence Developer (DOMO/ Tableau/ SQL,Blue Cross Blue Shield of Arizona,"Phoenix, AZ",3 days ago,10-29-2020,"Principled leadership and sound business ethics.
Advanced skill in database, spreadsheet, business intelligence, statistical, and data cubing software.",,https://www.indeed.com/rc/clk?jk=9fe5921f1d8d78ca&fccid=4fe54963af81755f&vjs=3
Business Intelligence Consultant,MEDSTAR HEALTH,"Washington, DC",2 days ago,10-29-2020,"Plans and performs analysis of hospital operations to perform detailed studies in areas of cost accounting, cost control, profitability, productivity, product…",,https://www.indeed.com/rc/clk?jk=e897853fbec76593&fccid=e20c9dc5e88f0a63&vjs=3
Business Intelligence Intern,National Marine Manufacturers Assoc,"Chicago, IL",Just posted,10-29-2020,The BI Intern will maintain research databases and provide administrative and clerical support for department programs and initiatives.,,https://www.indeed.com/rc/clk?jk=901f90bad1fa481d&fccid=4c8414455bcad643&vjs=3
Business Intelligence (BI) Developer - Junior,MUFG,"Charlotte, NC",1 day ago,10-29-2020,Participates in the process of identifying business needs of assigned user areas and translating them into system specifications.,,https://www.indeed.com/rc/clk?jk=07d15f764784b946&fccid=3b98171e4a0fd997&vjs=3
Business Intelligence Manager,Powermind Solutions,"Gardena, CA",2 days ago,10-29-2020,"Hire and develop a high-performing business intelligence team.
Enable internal business partners to make better, faster, bolder and more customer-focused…",,https://www.indeed.com/rc/clk?jk=ac7ed8841d88db54&fccid=dd2b9384ebb77354&vjs=3
Business Intelligence Data Engineer,Golden State Foods,"Irvine, CA",14 days ago,10-29-2020,"Build partnerships across the application, business, and infrastructure teams.
Develop and perform tests and validate all data flows and prepare all ETL…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbRDI-lGFs5QlqkohoUB2e5sgCs9HeEJ9hgGj-UwEHEp6HU_wDtQH-DctAHXoIBBURi2bymK4Y27QbYvWtXiEiDWi44xXKOyQ46pBE_CTCeWXG2gZDuByA9p-d1lxLoK_Vqk0G1RPuYiqs8ZY33sIm4buAabCv7BodlzvEQOYMi01Z-RYc0SRnjljI_wbCDXsi4TqFaiZDB0T8kSB1NX_WO_hGaIn_ldEsUBLH7tE08ABbHd_fPhmTbbBTR70AMTEvLdQ6lMDza_d0whDq_HW9A4MROkhW-nXXdUuUeeQtOCzMcCMOkD-yysfJUWFSdIcIor_DiIM6lnv8s44HF1jASKbEAUTXuI0vnBT8lcXdzoZWm1oX5d3YzrHIdqDrfe_2ARrvkUxtPYu2EkVlMLf1OZWXdP86ddumj_18SbzmHZBg2AnD2CnfllOlEupEfrIbMbAPv1lrCaFio6fQHlh8FL5729EiBzyV3kRoFUoRnAj64tYDXm_o&p=0&fvj=1&vjs=3
Jr Consultant - Microsoft Solutions Group (FTE at Inviso),Inviso Corporation,"Bellevue, WA",10 days ago,10-29-2020,"Experience working in the Microsoft business ecosystem (as FTE, vendor, or partner).
We take a data-driven approach, helping customers develop technology…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CC-zh3xJ1j2HEeSh9jfrMj6FZzdXdIT8j1reO_GE9epqyTYKAuwxawDz9ksWDAq3OLTsOir-hrPTkZlhH9vgM_dhdzCOGQLy5q2kFx_PvI84yhLUxc1nCu2243r1xM_3-YnwP1EX9ve4SNRheXeTeRwdNSUOaH7-q7DRB8Om0UXysGWtzLwzhwh7WPGY5LNbPpI1wkebS3zn9UoE99ktPKHWpeZdOm5yEeHsD7_kYxy8ZEDRBMHwMfXjXLhShQ61XGE1DXWW7M0-Szly7laCHgElNI9YzvEeZvjSrLbJza5kuQ0k0eETgH5cy6u4JaMRK1zy0fLQWO-wzkWncNBRe2gMo8xWPzf_2PV948eelqnRO5BqBztEmR7zbNPg56eZWcRquyoPDRO5MrOqOO1I6BdToJkRadBYzvHls7Sr9nOMg18_mikDCIRXgYj9WO3_5XAP7bhpwkImsVf_NOqfD9vrFr3FNTbPXgDqIBBr0cFfEUA6vLItlGDzn8LOQON25GFr4nuqQQnR8GSgnXd9Fy--xNxWybHW8nZAPPU-fJ_w==&p=1&fvj=0&vjs=3
Business Intelligence Developer,Steward Health Care,"Dallas, TX",1 day ago,10-29-2020,"Experience (Type & Length): 3+ years relevant work experience working in a business intelligence developer role.
Schedule: Full Time, Day Shift, 9-5.",,https://www.indeed.com/rc/clk?jk=3c8b877d67e14836&fccid=0583e4d049538c8f&vjs=3
Business Intelligence Developer,Vivint Solar,"Lehi, UT",2 days ago,10-29-2020,"5+ years of progressive experience in data analytics or business intelligence.
Bachelor's degree in data science, business intelligence, finance, or related…",,https://www.indeed.com/rc/clk?jk=59a1627ab0e93c49&fccid=8ebc1737f4b2eb46&vjs=3
